frame,xmin,xmax,ymin,ymax,class_id
0005_00000017.jpg,124,176,68,113,5
0005_00000127.jpg,120,168,61,111,5
0005_00000100.jpg,147,198,49,101,5
0005_00000136.jpg,92,154,61,111,5
0005_00000090.jpg,137,188,37,89,5
0005_00000133.jpg,95,151,56,113,5
0005_00000015.jpg,119,174,64,111,5
0005_00000022.jpg,132,182,48,91,5
0005_00000036.jpg,133,182,30,80,5
0005_00000035.jpg,135,183,29,79,5
0005_00000057.jpg,119,167,33,83,5
0005_00000010.jpg,119,182,30,85,5
0005_00000020.jpg,131,183,56,101,5
0005_00000067.jpg,115,163,41,91,5
0005_00000094.jpg,143,194,42,95,5
0005_00000071.jpg,115,163,40,89,5
0005_00000148.jpg,91,155,56,108,5
0005_00000061.jpg,119,167,34,84,5
0005_00000156.jpg,147,223,36,123,5
0005_00000147.jpg,92,156,56,108,5
0005_00000089.jpg,136,187,37,89,5
0005_00000047.jpg,121,170,48,97,5
0005_00000080.jpg,129,175,40,87,5
0005_00000076.jpg,120,168,42,92,5
0005_00000141.jpg,91,152,57,107,5
0005_00000144.jpg,89,154,54,107,5
0005_00000043.jpg,125,174,42,92,5
0005_00000070.jpg,115,163,38,88,5
0005_00000060.jpg,117,166,36,85,5
0005_00000025.jpg,135,184,42,85,5
0005_00000006.jpg,119,182,24,79,5
0005_00000013.jpg,113,174,53,105,5
0005_00000018.jpg,128,180,64,109,5
0005_00000121.jpg,127,175,61,111,5
0005_00000113.jpg,141,192,50,103,5
0005_00000005.jpg,117,178,25,77,5
0005_00000086.jpg,132,183,36,88,5
0005_00000026.jpg,133,183,40,83,5
0005_00000072.jpg,117,166,38,88,5
0005_00000028.jpg,133,183,36,79,5
0005_00000027.jpg,136,186,38,81,5
0005_00000158.jpg,92,171,17,125,5
0005_00000123.jpg,124,172,60,109,5
0005_00000091.jpg,140,191,38,91,5
0005_00000033.jpg,135,183,26,76,5
0005_00000029.jpg,133,183,33,76,5
0005_00000105.jpg,156,207,53,105,5
0005_00000138.jpg,87,148,56,105,5
0005_00000103.jpg,154,204,49,101,5
0005_00000119.jpg,129,180,58,111,5
0005_00000088.jpg,135,186,37,89,5
0005_00000099.jpg,147,198,48,100,5
0005_00000124.jpg,123,171,61,111,5
0005_00000110.jpg,147,198,52,104,5
0005_00000023.jpg,135,184,44,87,5
0005_00000134.jpg,92,154,57,115,5
0005_00000108.jpg,152,203,52,104,5
0005_00000066.jpg,115,163,41,91,5
0005_00000104.jpg,154,204,52,104,5
0005_00000000.jpg,119,179,14,66,5
0005_00000129.jpg,99,150,64,120,5
0005_00000064.jpg,116,164,37,87,5
0005_00000115.jpg,137,188,50,103,5
0005_00000075.jpg,119,167,40,89,5
0005_00000145.jpg,92,156,56,108,5
0005_00000151.jpg,139,191,49,108,5
0005_00000093.jpg,140,191,41,93,5
0005_00000117.jpg,135,186,54,107,5
0005_00000092.jpg,139,190,41,93,5
0005_00000069.jpg,115,163,40,89,5
0005_00000053.jpg,117,168,38,91,5
0005_00000126.jpg,120,168,61,111,5
0005_00000037.jpg,133,182,33,83,5
0005_00000032.jpg,137,186,26,76,5
0005_00000068.jpg,115,163,42,92,5
0005_00000111.jpg,147,198,52,104,5
0005_00000112.jpg,145,196,49,101,5
0005_00000016.jpg,119,174,66,113,5
0005_00000042.jpg,127,175,41,91,5
0005_00000050.jpg,121,170,50,100,5
0005_00000046.jpg,123,171,48,97,5
0005_00000044.jpg,124,172,46,96,5
0005_00000159.jpg,124,203,13,112,5
0005_00000034.jpg,135,183,28,77,5
0005_00000125.jpg,121,170,61,111,5
0005_00000101.jpg,150,200,48,100,5
0005_00000150.jpg,92,156,56,108,5
0005_00000087.jpg,133,184,36,88,5
0005_00000004.jpg,117,178,24,76,5
0005_00000041.jpg,128,176,40,89,5
0005_00000003.jpg,117,178,21,73,5
0005_00000143.jpg,89,154,56,108,5
0005_00000014.jpg,115,172,57,107,5
0005_00000152.jpg,155,243,38,132,5
0005_00000146.jpg,92,156,57,109,5
0005_00000052.jpg,120,168,44,93,5
0005_00000157.jpg,107,186,17,125,5
0005_00000021.jpg,132,182,53,96,5
0005_00000074.jpg,119,167,41,91,5
0005_00000116.jpg,135,186,53,105,5
0005_00000149.jpg,91,155,56,108,5
0005_00000107.jpg,154,204,52,104,5
0005_00000081.jpg,128,174,37,84,5
0005_00000039.jpg,129,178,37,87,5
0005_00000073.jpg,119,167,40,89,5
0005_00000002.jpg,117,178,21,73,5
0005_00000095.jpg,141,192,44,96,5
0005_00000083.jpg,131,176,37,84,5
0005_00000142.jpg,92,154,57,107,5
0005_00000024.jpg,133,183,44,87,5
0005_00000030.jpg,135,182,33,73,5
0005_00000153.jpg,207,266,37,150,5
0005_00000248.jpg,89,194,45,128,5
0005_00000199.jpg,80,226,2,190,5
0005_00000269.jpg,49,135,100,156,5
0005_00000282.jpg,54,121,30,112,5
0005_00000264.jpg,46,219,14,282,5
0005_00000257.jpg,143,190,112,166,5
0005_00000314.jpg,105,180,58,140,5
0005_00000229.jpg,80,137,64,119,5
0005_00000281.jpg,100,241,28,85,5
0005_00000171.jpg,61,194,1,207,5
0005_00000169.jpg,121,174,34,89,5
0005_00000203.jpg,97,184,30,186,5
0005_00000249.jpg,95,206,81,162,5
0005_00000315.jpg,120,227,10,96,5
0005_00000162.jpg,95,171,22,101,5
0005_00000187.jpg,56,254,2,206,5
0005_00000221.jpg,158,251,42,147,5
0005_00000285.jpg,97,246,8,143,5
0005_00000205.jpg,33,156,13,127,5
0005_00000318.jpg,100,178,62,115,5
0005_00000256.jpg,117,222,14,129,5
0005_00000178.jpg,5,250,41,171,5
0005_00000262.jpg,80,191,50,115,5
0005_00000252.jpg,72,150,12,140,5
0005_00000215.jpg,104,203,18,97,5
0005_00000242.jpg,95,188,32,192,5
0005_00000177.jpg,100,187,50,131,5
0005_00000240.jpg,58,202,16,174,5
0005_00000180.jpg,116,172,20,97,5
0005_00000300.jpg,154,226,69,196,5
0005_00000206.jpg,70,230,49,271,5
0005_00000191.jpg,72,144,48,141,5
0005_00000274.jpg,178,281,38,128,5
0005_00000299.jpg,64,170,66,128,5
0005_00000195.jpg,112,223,85,141,5
0005_00000218.jpg,73,139,32,137,5
0005_00000293.jpg,83,212,10,116,5
0005_00000305.jpg,83,155,26,101,5
0005_00000170.jpg,109,188,64,191,5
0005_00000226.jpg,22,145,56,119,5
0005_00000182.jpg,53,227,1,214,5
0005_00000317.jpg,52,166,20,128,5
0005_00000303.jpg,104,207,10,125,5
0005_00000243.jpg,119,182,48,129,5
0005_00000224.jpg,69,184,22,95,5
0005_00000235.jpg,92,266,57,238,5
0005_00000230.jpg,83,203,9,124,5
0005_00000289.jpg,87,199,37,100,5
0005_00000225.jpg,136,246,17,141,5
0005_00000208.jpg,56,168,52,269,5
0005_00000244.jpg,64,168,73,125,5
0005_00000234.jpg,83,229,9,183,5
0005_00000217.jpg,133,191,69,133,5
0005_00000311.jpg,108,226,58,166,5
0005_00000213.jpg,80,167,70,223,5
0005_00000212.jpg,100,218,22,117,5
0005_00000161.jpg,20,289,2,259,5
0005_00000295.jpg,22,287,48,158,5
0005_00000164.jpg,37,206,60,145,5
0005_00000298.jpg,77,168,44,103,5
0005_00000278.jpg,131,198,21,141,5
0005_00000188.jpg,104,192,49,113,5
0005_00000265.jpg,135,229,6,111,5
0005_00000179.jpg,123,175,68,124,5
0005_00000210.jpg,72,187,18,143,5
0005_00000288.jpg,154,220,70,148,5
0005_00000291.jpg,158,241,53,147,5
0005_00000172.jpg,115,266,18,129,5
0005_00000313.jpg,41,191,64,172,5
0005_00000280.jpg,34,183,10,80,5
0005_00000290.jpg,111,219,18,112,5
0005_00000184.jpg,132,194,1,121,5
0005_00000245.jpg,91,195,32,129,5
0005_00000251.jpg,145,200,25,119,5
0005_00000258.jpg,18,211,21,187,5
0005_00000166.jpg,124,235,36,111,5
0005_00000207.jpg,136,273,62,245,5
0005_00000241.jpg,84,178,41,141,5
