frame,xmin,xmax,ymin,ymax,class_id
0003_00000154.jpg,129,208,29,104,3
0003_00000209.jpg,66,128,154,222,3
0003_00000150.jpg,125,204,34,109,3
0003_00000298.jpg,88,155,21,87,3
0003_00000281.jpg,26,93,40,108,3
0003_00000147.jpg,133,212,30,105,3
0003_00000021.jpg,176,247,24,88,3
0003_00000192.jpg,133,210,34,104,3
0003_00000170.jpg,117,210,76,155,3
0003_00000256.jpg,77,145,75,131,3
0003_00000269.jpg,34,109,48,109,3
0003_00000259.jpg,69,141,64,123,3
0003_00000229.jpg,83,175,32,109,3
0003_00000293.jpg,72,139,32,100,3
0003_00000087.jpg,148,233,42,115,3
0003_00000127.jpg,129,195,45,116,3
0003_00000248.jpg,104,168,60,115,3
0003_00000118.jpg,65,139,120,187,3
0003_00000296.jpg,81,148,25,85,3
0003_00000336.jpg,124,191,21,87,3
0003_00000159.jpg,129,216,36,111,3
0003_00000013.jpg,150,211,45,103,3
0003_00000320.jpg,93,160,48,113,3
0003_00000195.jpg,135,211,45,115,3
0003_00000224.jpg,113,195,30,89,3
0003_00000223.jpg,93,175,32,91,3
0003_00000136.jpg,131,196,48,119,3
0003_00000092.jpg,125,207,72,139,3
0003_00000108.jpg,52,125,152,219,3
0003_00000273.jpg,18,101,46,115,3
0003_00000166.jpg,120,212,62,141,3
0003_00000208.jpg,68,129,159,227,3
0003_00000197.jpg,115,191,66,136,3
0003_00000233.jpg,89,172,46,117,3
0003_00000204.jpg,76,145,155,223,3
0003_00000089.jpg,140,225,52,124,3
0003_00000211.jpg,117,218,42,155,3
0003_00000287.jpg,49,116,40,108,3
0003_00000068.jpg,108,184,101,171,3
0003_00000340.jpg,144,211,18,84,3
0003_00000291.jpg,66,133,32,100,3
0003_00000145.jpg,136,211,33,105,3
0003_00000027.jpg,152,223,50,115,3
0003_00000080.jpg,162,242,41,107,3
0003_00000051.jpg,91,159,184,258,3
0003_00000260.jpg,66,139,61,120,3
0003_00000311.jpg,101,168,33,99,3
0003_00000239.jpg,97,172,49,113,3
0003_00000245.jpg,104,168,66,121,3
0003_00000305.jpg,115,182,14,80,3
0003_00000200.jpg,100,180,108,182,3
0003_00000255.jpg,81,150,75,131,3
0003_00000249.jpg,100,164,60,115,3
0003_00000310.jpg,103,170,32,97,3
0003_00000198.jpg,103,179,89,159,3
0003_00000302.jpg,104,171,13,79,3
0003_00000119.jpg,70,136,112,175,3
0003_00000317.jpg,97,164,48,113,3
0003_00000109.jpg,48,121,155,222,3
0003_00000294.jpg,76,143,32,100,3
0003_00000308.jpg,101,168,30,96,3
0003_00000275.jpg,16,99,48,116,3
0003_00000015.jpg,171,235,32,92,3
0003_00000194.jpg,135,211,37,107,3
0003_00000149.jpg,125,204,34,109,3
0003_00000230.jpg,83,175,34,112,3
0003_00000006.jpg,140,195,60,116,3
0003_00000131.jpg,132,198,41,112,3
0003_00000277.jpg,10,93,49,117,3
0003_00000329.jpg,109,174,38,101,3
0003_00000201.jpg,77,158,147,220,3
0003_00000064.jpg,107,180,121,196,3
0003_00000301.jpg,100,167,14,80,3
0003_00000050.jpg,103,171,140,214,3
0003_00000004.jpg,141,196,73,129,3
0003_00000019.jpg,178,249,28,92,3
0003_00000327.jpg,101,168,37,103,3
0003_00000284.jpg,36,103,33,101,3
0003_00000121.jpg,85,151,104,167,3
0003_00000325.jpg,95,162,38,104,3
0003_00000322.jpg,89,156,44,109,3
0003_00000280.jpg,26,93,42,111,3
0003_00000178.jpg,104,196,100,178,3
0003_00000343.jpg,158,225,18,84,3
0003_00000078.jpg,158,229,52,120,3
0003_00000115.jpg,54,128,131,198,3
0003_00000303.jpg,105,172,12,77,3
0003_00000123.jpg,99,155,92,155,3
0003_00000094.jpg,99,172,93,160,3
0003_00000282.jpg,30,97,41,109,3
0003_00000155.jpg,128,207,30,105,3
0003_00000074.jpg,156,227,46,115,3
0003_00000106.jpg,58,132,151,218,3
0003_00000261.jpg,65,137,57,116,3
0003_00000279.jpg,29,96,44,112,3
0003_00000044.jpg,129,200,72,136,3
0003_00000037.jpg,140,211,68,132,3
