frame,xmin,xmax,ymin,ymax,class_id
0006_00000150.jpg,129,194,61,113,6
0006_00000184.jpg,182,218,186,235,6
0006_00000097.jpg,120,182,40,109,6
0006_00000209.jpg,88,145,42,85,6
0006_00000001.jpg,156,214,30,101,6
0006_00000110.jpg,65,127,93,171,6
0006_00000078.jpg,52,116,131,204,6
0006_00000129.jpg,64,132,5,64,6
0006_00000029.jpg,144,207,37,108,6
0006_00000044.jpg,141,202,105,170,6
0006_00000054.jpg,129,190,81,152,6
0006_00000038.jpg,166,226,80,144,6
0006_00000041.jpg,155,215,92,156,6
0006_00000153.jpg,115,176,70,120,6
0006_00000213.jpg,160,214,26,72,6
0006_00000125.jpg,85,158,10,88,6
0006_00000059.jpg,72,135,61,136,6
0006_00000192.jpg,152,188,112,155,6
0006_00000023.jpg,144,207,77,148,6
0006_00000104.jpg,101,163,68,137,6
0006_00000068.jpg,45,109,21,95,6
0006_00000090.jpg,95,156,56,125,6
0006_00000165.jpg,68,100,129,170,6
0006_00000048.jpg,144,204,119,183,6
0006_00000161.jpg,79,123,81,123,6
0006_00000198.jpg,144,204,33,79,6
0006_00000156.jpg,128,172,81,123,6
0006_00000136.jpg,128,204,17,107,6
0006_00000006.jpg,152,219,53,124,6
0006_00000170.jpg,57,89,176,216,6
0006_00000036.jpg,167,227,68,132,6
0006_00000203.jpg,167,220,26,75,6
0006_00000139.jpg,125,202,28,104,6
0006_00000062.jpg,58,121,53,128,6
0006_00000160.jpg,85,129,79,120,6
0006_00000207.jpg,172,226,29,77,6
0006_00000093.jpg,107,168,50,120,6
0006_00000112.jpg,46,119,100,178,6
0006_00000030.jpg,150,212,37,108,6
0006_00000016.jpg,136,199,121,192,6
0006_00000141.jpg,128,204,32,108,6
0006_00000205.jpg,145,199,22,70,6
0006_00000037.jpg,167,227,73,137,6
0006_00000143.jpg,123,199,37,113,6
0006_00000087.jpg,88,150,69,139,6
0006_00000157.jpg,128,172,76,117,6
0006_00000085.jpg,79,143,84,158,6
0006_00000216.jpg,99,158,26,79,6
0006_00000154.jpg,129,176,80,124,6
0006_00000014.jpg,143,206,108,179,6
0006_00000204.jpg,170,223,29,77,6
0006_00000072.jpg,48,112,89,163,6
0006_00000162.jpg,70,115,84,125,6
0006_00000163.jpg,61,100,100,141,6
0006_00000185.jpg,175,212,163,215,6
0006_00000131.jpg,48,116,4,62,6
0006_00000096.jpg,116,178,42,112,6
0006_00000088.jpg,93,155,64,133,6
0006_00000164.jpg,57,96,115,156,6
0006_00000113.jpg,42,115,96,174,6
0006_00000073.jpg,46,111,99,172,6
0006_00000148.jpg,131,198,56,111,6
0006_00000172.jpg,72,107,172,212,6
0006_00000144.jpg,125,198,44,116,6
0006_00000050.jpg,170,230,91,162,6
0006_00000158.jpg,116,160,70,112,6
0006_00000056.jpg,112,172,77,148,6
0006_00000193.jpg,167,203,116,159,6
0006_00000025.jpg,143,206,58,129,6
0006_00000075.jpg,48,112,115,188,6
0006_00000053.jpg,139,199,83,154,6
0006_00000126.jpg,80,152,12,79,6
0006_00000049.jpg,171,231,85,156,6
0006_00000206.jpg,135,188,30,79,6
0006_00000179.jpg,87,123,113,155,6
0006_00000177.jpg,91,127,132,174,6
0006_00000134.jpg,119,204,9,99,6
0006_00000142.jpg,129,206,32,108,6
0006_00000045.jpg,137,195,111,172,6
0006_00000117.jpg,65,137,65,143,6
0006_00000100.jpg,125,187,50,120,6
0006_00000064.jpg,53,117,41,112,6
0006_00000119.jpg,70,143,49,127,6
0006_00000120.jpg,73,145,41,119,6
0006_00000039.jpg,163,223,85,150,6
0006_00000171.jpg,66,99,176,216,6
0006_00000002.jpg,162,219,28,99,6
0006_00000060.jpg,65,128,61,136,6
0006_00000106.jpg,87,148,72,150,6
0006_00000108.jpg,77,139,81,159,6
0006_00000076.jpg,48,112,120,194,6
0006_00000082.jpg,65,129,121,195,6
0006_00000101.jpg,123,184,57,127,6
0006_00000015.jpg,137,200,111,182,6
0006_00000200.jpg,150,202,33,83,6
0006_00000057.jpg,83,145,58,133,6
0006_00000013.jpg,144,206,100,171,6
0006_00000070.jpg,50,115,60,133,6
0006_00000005.jpg,154,211,45,116,6
0006_00000218.jpg,147,206,32,75,6
0006_00000027.jpg,141,204,48,119,6
0006_00000061.jpg,57,120,60,135,6
0006_00000099.jpg,129,191,37,107,6
0006_00000032.jpg,160,220,50,115,6
0006_00000010.jpg,148,215,79,152,6
0006_00000092.jpg,103,164,50,120,6
0006_00000035.jpg,167,227,64,128,6
0006_00000024.jpg,141,204,66,137,6
0006_00000067.jpg,57,121,5,79,6
0006_00000180.jpg,171,207,170,211,6
0006_00000031.jpg,155,218,45,116,6
0006_00000065.jpg,50,115,30,104,6
0006_00000217.jpg,190,246,14,54,6
0006_00000211.jpg,178,238,44,89,6
0006_00000146.jpg,129,199,49,119,6
0006_00000220.jpg,158,214,34,81,6
0006_00000009.jpg,154,220,73,144,6
0006_00000079.jpg,56,120,128,202,6
0006_00000118.jpg,65,137,56,133,6
0006_00000182.jpg,196,233,176,223,6
0006_00000034.jpg,164,225,58,123,6
0006_00000212.jpg,168,222,29,75,6
0006_00000022.jpg,143,206,79,150,6
0006_00000095.jpg,113,175,44,113,6
0006_00000042.jpg,150,210,95,159,6
0006_00000086.jpg,85,147,77,147,6
0006_00000114.jpg,50,123,88,166,6
0006_00000121.jpg,80,152,34,112,6
0006_00000017.jpg,136,199,119,190,6
0006_00000215.jpg,93,147,36,87,6
0006_00000127.jpg,72,144,6,73,6
0006_00000046.jpg,135,192,117,179,6
0006_00000089.jpg,91,152,58,128,6
0006_00000019.jpg,140,203,107,178,6
0006_00000138.jpg,136,212,24,113,6
0006_00000189.jpg,172,210,120,166,6
0006_00000195.jpg,215,269,45,105,6
0006_00000151.jpg,121,186,65,117,6
0006_00000094.jpg,111,172,45,115,6
0006_00000188.jpg,180,218,129,175,6
0006_00000021.jpg,141,204,88,159,6
0006_00000011.jpg,150,211,89,160,6
0006_00000012.jpg,145,207,92,163,6
0006_00000066.jpg,53,117,20,93,6
0006_00000040.jpg,160,220,88,152,6
0006_00000155.jpg,132,176,80,121,6
0006_00000176.jpg,96,128,141,180,6
0006_00000190.jpg,163,200,117,163,6
0006_00000063.jpg,56,120,49,120,6
0006_00000122.jpg,76,148,26,104,6
0006_00000145.jpg,127,199,45,117,6
0006_00000074.jpg,48,112,107,180,6
0006_00000052.jpg,150,210,89,160,6
0006_00000111.jpg,54,116,96,174,6
0006_00000407.jpg,70,188,9,163,6
0006_00000395.jpg,80,133,48,92,6
0006_00000277.jpg,37,120,20,99,6
0006_00000225.jpg,30,93,80,158,6
0006_00000271.jpg,8,184,22,289,6
0006_00000391.jpg,184,277,87,208,6
0006_00000240.jpg,100,254,14,155,6
0006_00000356.jpg,119,210,54,158,6
0006_00000283.jpg,25,176,4,121,6
0006_00000333.jpg,156,212,81,143,6
0006_00000403.jpg,95,170,48,101,6
0006_00000269.jpg,73,230,48,261,6
0006_00000350.jpg,132,261,48,163,6
0006_00000433.jpg,38,66,85,117,6
0006_00000301.jpg,112,211,24,141,6
0006_00000357.jpg,140,225,41,100,6
0006_00000296.jpg,218,258,77,128,6
0006_00000409.jpg,214,262,107,162,6
0006_00000257.jpg,105,175,56,139,6
0006_00000434.jpg,140,219,66,164,6
0006_00000231.jpg,6,195,21,226,6
0006_00000248.jpg,76,136,2,65,6
0006_00000288.jpg,25,162,8,76,6
0006_00000246.jpg,136,175,45,91,6
0006_00000436.jpg,154,257,5,121,6
0006_00000437.jpg,136,254,9,147,6
0006_00000393.jpg,111,155,25,68,6
0006_00000343.jpg,62,121,14,104,6
0006_00000339.jpg,124,192,41,141,6
0006_00000295.jpg,37,108,13,83,6
0006_00000234.jpg,32,103,179,263,6
0006_00000374.jpg,119,203,2,119,6
0006_00000326.jpg,109,183,26,147,6
0006_00000226.jpg,120,180,28,116,6
0006_00000412.jpg,151,254,24,107,6
0006_00000435.jpg,168,250,29,123,6
0006_00000263.jpg,62,112,37,99,6
0006_00000346.jpg,199,250,56,112,6
0006_00000275.jpg,192,261,48,109,6
0006_00000224.jpg,108,275,22,250,6
0006_00000251.jpg,96,179,33,81,6
0006_00000371.jpg,73,137,18,81,6
0006_00000337.jpg,76,152,54,109,6
0006_00000252.jpg,66,143,115,163,6
0006_00000334.jpg,145,204,25,112,6
0006_00000322.jpg,143,198,12,89,6
0006_00000319.jpg,137,175,41,84,6
0006_00000329.jpg,77,116,46,88,6
0006_00000330.jpg,87,148,33,99,6
0006_00000358.jpg,172,239,64,154,6
0006_00000406.jpg,62,159,21,80,6
0006_00000427.jpg,95,190,66,180,6
0006_00000420.jpg,107,137,80,112,6
0006_00000342.jpg,128,269,17,107,6
0006_00000276.jpg,152,179,80,112,6
0006_00000284.jpg,53,170,2,93,6
0006_00000230.jpg,92,144,56,125,6
0006_00000312.jpg,92,198,12,73,6
0006_00000432.jpg,155,196,62,93,6
0006_00000375.jpg,171,241,24,97,6
0006_00000279.jpg,120,239,29,103,6
0006_00000379.jpg,64,141,12,72,6
0006_00000264.jpg,171,211,125,162,6
0006_00000402.jpg,64,139,49,145,6
0006_00000387.jpg,171,259,16,127,6
0006_00000244.jpg,120,218,4,124,6
0006_00000345.jpg,128,179,52,108,6
0006_00000397.jpg,61,238,36,133,6
0006_00000431.jpg,162,246,22,124,6
0006_00000281.jpg,139,182,72,105,6
0006_00000260.jpg,38,168,14,171,6
0006_00000245.jpg,108,211,20,109,6
0006_00000424.jpg,66,287,28,186,6
0006_00000327.jpg,129,186,42,135,6
0006_00000341.jpg,191,216,79,107,6
0006_00000331.jpg,84,145,34,104,6
0006_00000280.jpg,25,113,87,206,6
0006_00000440.jpg,42,105,48,125,6
0006_00000228.jpg,32,105,38,112,6
0006_00000399.jpg,33,115,40,109,6
0006_00000404.jpg,115,215,34,100,6
0006_00000229.jpg,85,154,22,70,6
0006_00000315.jpg,115,230,21,89,6
0006_00000328.jpg,187,241,58,147,6
0006_00000314.jpg,62,164,56,204,6
0006_00000311.jpg,206,282,24,105,6
0006_00000309.jpg,76,178,17,147,6
0006_00000270.jpg,77,137,24,105,6
0006_00000266.jpg,210,242,57,89,6
0006_00000390.jpg,87,172,65,136,6
0006_00000348.jpg,190,247,54,132,6
0006_00000389.jpg,21,115,14,127,6
0006_00000392.jpg,68,135,38,111,6
0006_00000237.jpg,48,120,18,115,6
0006_00000388.jpg,113,226,46,133,6
0006_00000367.jpg,191,250,49,99,6
0006_00000376.jpg,125,191,60,129,6
0006_00000239.jpg,41,123,46,135,6
0006_00000256.jpg,175,233,5,72,6
0006_00000413.jpg,131,274,5,105,6
0006_00000421.jpg,111,227,25,166,6
0006_00000325.jpg,96,249,14,115,6
0006_00000262.jpg,87,210,120,281,6
0006_00000265.jpg,141,216,68,152,6
0006_00000250.jpg,172,283,30,99,6
0006_00000381.jpg,93,168,52,101,6
0006_00000297.jpg,183,220,147,191,6
0006_00000415.jpg,79,234,9,131,6
0006_00000223.jpg,101,211,14,148,6
0006_00000305.jpg,14,229,6,104,6
0006_00000236.jpg,129,183,136,178,6
0006_00000282.jpg,85,158,25,70,6
0006_00000238.jpg,73,180,16,156,6
0006_00000324.jpg,41,88,14,49,6
0006_00000287.jpg,72,160,13,127,6
0006_00000414.jpg,125,250,9,100,6
0006_00000242.jpg,119,163,61,100,6
0006_00000307.jpg,53,150,52,175,6
0006_00000261.jpg,108,167,13,68,6
0006_00000232.jpg,70,183,32,145,6
0006_00000363.jpg,144,237,37,160,6
0006_00000259.jpg,170,242,49,178,6
0006_00000278.jpg,117,176,49,96,6
0006_00000289.jpg,52,139,22,80,6
0006_00000423.jpg,66,168,29,108,6
0006_00000417.jpg,194,253,42,97,6
0006_00000354.jpg,133,198,28,73,6
0006_00000441.jpg,81,116,65,105,6
0006_00000418.jpg,95,159,56,170,6
0006_00000352.jpg,84,191,20,141,6
0006_00000274.jpg,30,152,61,154,6
0006_00000410.jpg,109,210,64,206,6
0006_00000425.jpg,156,210,80,159,6
0006_00000364.jpg,62,135,13,111,6
0006_00000258.jpg,62,160,20,77,6
0006_00000370.jpg,48,183,61,188,6
0006_00000241.jpg,79,225,56,190,6
0006_00000340.jpg,147,215,2,103,6
0006_00000353.jpg,91,155,36,81,6
0006_00000349.jpg,154,202,68,109,6
0006_00000400.jpg,166,216,70,156,6
0006_00000359.jpg,164,265,34,139,6
0006_00000426.jpg,52,155,16,160,6
0006_00000302.jpg,69,131,26,93,6
0006_00000430.jpg,125,211,49,167,6
0006_00000365.jpg,150,186,113,154,6
0006_00000366.jpg,21,182,5,135,6
0006_00000222.jpg,91,133,34,77,6
0006_00000401.jpg,233,281,97,150,6
0006_00000292.jpg,44,250,21,133,6
0006_00000233.jpg,163,219,20,69,6
0006_00000253.jpg,42,119,45,137,6
0006_00000347.jpg,120,170,18,85,6
0006_00000304.jpg,95,141,32,88,6
